269,206,146,40,264,86,131,226,230,260,103,209,19,200,144,49,98,115,250,239,175,26,149,207,48,202,94,231,58,139,235,74,104,63,176,80,170,107,194,12,164,210,125,222,6,35,186,199,221,23,151,50,195,8,84,34,122,157,120,0,217,182,247,16,33,177,218,168,62,2,113,248,30,119,246,184,109,36,167,28,24,245,232,114,31,153,70,159,187,69,238,38,52,140,116,220,21,20,190,211,227,54,135,77,83,270,158,138,240,73,132,17,205,121,47,271,91,7,142,111,203,237,178,37,95,25,161,92,59,261,256,76,154,255,162,108,5,198,93,253,143,228,67,196,268,61
-0.34721643,-0.33230078,-0.5179727,-0.7331922,-1.1747204,-0.19397214,0.16712509,-0.52773356,0.45761827,-0.73463774,-0.97340727,-1.2361536,0.63528943,-1.1524266,-0.4323751,-0.88925874,-1.0525489,-0.75689656,-0.13685663,-0.43202925,0.71950644,-0.2704564,-0.5795838,-1.0821407,0.6907164,0.28428516,-0.30040094,-0.45549864,0.2072663,0.101301685,-0.38210043,-0.1562577,-0.1844206,0.061158597,-0.24604796,-0.051028132,-0.97495186,-0.8278036,-0.614942,-1.1101116,-0.88553804,-0.009932377,0.28852808,0.19924912,-0.31780237,-0.9096405,-0.78586584,-0.05179396,0.31848767,0.51364136,0.7595856,0.52825296,-0.52049917,0.23618242,-0.40805918,-0.2298397,-0.8125714,0.17550682,0.22343919,-0.78119403,-1.2643088,-0.8371499,-0.78402084,-0.7652813,0.4105929,-0.008195955,0.42186782,-0.15999052,-0.070829764,0.29959497,0.67870647,-0.42068484,0.21580671,-1.1776943,0.3936617,0.71882415,-0.9917843,-1.0310055,-0.29784274,0.24565263,-0.9775013,-0.883485,-1.120336,-0.9271249,0.058226526,0.22139323,0.6855993,0.49927086,0.2544583,-0.96630335,-0.43957925,-0.2452752,-0.7496978,0.61628646,0.49959025,-0.1377223,-0.4454322,0.3578329,-0.34043238,0.16512279,-0.8114413,-0.3833221,-1.1222665,-0.6796826,-1.0238072,0.45293382,-0.057541206,0.09833995,-1.0155115,0.38371247,-0.7546488,-0.7497016,0.47548983,0.3930626,0.6902089,0.6737961,0.04250357,-0.19097139,-0.880859,0.087502316,-0.76734924,0.63144,-0.72576493,-0.80243814,-0.14328448,0.41492707,0.6674798,-0.7059022,-0.83143663,-0.7578052,-0.48291534,0.30099523,0.63508517,0.20562136,0.2671356,-1.1069031,-1.1373043,0.5293764,0.6424601,0.4121337,-0.25382644,0.59834814,-1.1888591,-0.021502683,0.032533206,0.20066953
0.11213244,-0.16897698,-0.72301877,-0.6365079,-0.3207902,-0.41540703,0.18285672,-0.63721603,-0.5363344,-0.020674374,-0.4749002,-0.9364387,0.81554645,0.37047088,-1.048313,0.89782536,0.6847518,-0.43516397,0.04251119,-0.72597367,0.9241499,-0.6990753,0.9706462,0.88380915,-0.103386305,0.30771118,0.86780876,0.21132106,0.7915531,-0.34315386,0.44411755,0.5469326,-0.031558298,-0.88794696,-0.95804495,0.69178784,-0.14618902,0.09502677,-0.5624132,-0.086673535,0.71246165,-0.69516456,-0.45513454,0.095225245,-0.78189266,-0.48267192,-0.95825523,-0.31822276,0.69817144,-0.94313097,-0.5648626,-0.18695919,0.33779156,-1.0214508,-1.1355544,-0.7780082,0.071416385,0.26519603,-0.89311737,-1.0633492,-0.9229774,-0.82336175,-0.09709378,-0.6607016,0.19282147,-0.8732844,0.21872556,-1.0046493,-0.50483716,-1.2853577,0.08605623,-0.6737801,-0.08653805,0.6053644,0.202764,-0.52556264,0.00814253,-0.76722574,0.0701712,0.25327298,0.7185286,-1.1920223,-0.28922036,0.32624394,0.31736588,-0.08846,-0.77041346,-0.10113269,-0.61671764,-0.13761026,0.17768447,-0.5486248,-0.8371127,0.12732631,0.67441636,0.16695595,-0.5192372,0.7224105,-0.11465798,0.5019401,-0.38840196,0.577189,0.49091282,0.06619206,-0.8610094,-0.88120407,0.26264423,-0.14099403,-1.2910048,0.19233772,-0.054841857,-0.9753753,-0.0783302,-1.1646078,-0.28422004,0.051811244,-0.6486418,-0.38148996,-0.02659736,-1.12322,0.022037933,-0.5272705,-0.8338408,-0.7019559,-0.006962409,-0.40739378,0.46437111,-0.72416306,-1.1650326,-0.87366474,-0.8733589,-0.52399,-1.1647309,-1.1226134,-0.73212844,0.65327805,-0.21630089,0.86598366,-0.8531994,0.050909176,-0.41222826,0.00723393,-0.7923719,0.4404566,0.26504704,0.4246443
1.2320521,0.81698424,-0.44936103,-0.33668953,0.6180227,0.036584143,-0.5674764,0.0525142,0.31535187,0.1949043,0.7908483,0.9084116,0.8713067,-0.49445757,-0.06663933,0.019690108,0.22296062,0.16789928,1.1327324,-0.08409837,0.80484223,0.22479111,0.92501837,0.45199344,-0.23207222,-0.12428825,1.0125941,0.15586515,-0.26817814,0.3743171,-0.5690212,0.28197727,-0.5776486,0.09193299,-0.18060155,0.9751745,-0.23165129,0.2970972,-0.34610012,0.5583825,0.43340603,-0.21536057,0.72317237,1.0412241,-0.5941356,0.14556582,-0.57215077,0.30776516,0.8418526,0.8931278,-0.108778164,-0.24773467,0.3683055,0.5815358,1.1019751,0.963751,0.2558847,-0.23516317,0.9506009,-0.5685403,-0.21508034,0.36914343,-0.012336205,0.07630118,-0.6440113,0.26404938,1.0867673,0.12290967,0.7766749,-0.7948091,0.87130517,-0.68933266,-0.39682412,-0.44821572,1.251,0.58939725,-0.10591599,0.6969858,0.45559788,-0.5400038,-0.22304809,0.93994206,-0.57398766,0.85751164,-0.80041766,-0.1683092,-0.81384754,-0.71539587,0.7264258,0.4889576,-0.2856156,-0.4681054,0.4459667,0.055602223,-0.6556645,-0.8040766,1.0990603,-0.81174827,-0.5038867,0.5567998,-0.5137266,0.62095517,0.052893527,-0.42914137,0.13039252,0.19299245,1.1642634,0.7974131,-0.6911576,0.5535817,-0.06536617,-0.3020044,0.07584899,-0.4805038,0.90299606,0.5072622,-0.85240674,-0.46605963,-0.51444215,0.4333982,-0.103488736,0.43928528,0.32578027,0.018561,-0.13138571,0.3149603,0.03196538,0.9528864,0.16934751,-0.4823186,0.2831148,-0.3278556,0.84080076,0.65222216,0.11381375,1.239963,1.0458949,-0.04452891,0.2716857,-0.70324886,0.20276389,0.84210765,1.218753,-0.018438114,0.22360964,-0.1734515
0.30958086,0.3054651,-0.0801664,-0.08242236,-1.0388644,0.41259074,-0.67611355,-0.44349658,0.72812337,-0.99421155,-1.1522583,-0.30827925,0.16097663,0.2823598,0.69293755,-0.6675023,-0.83848333,-0.37201324,0.8140314,0.8073676,0.7807253,0.94529444,-0.9122671,0.75726706,0.1990979,-0.27804768,0.27839452,0.6679866,-0.5407817,-0.6133353,-0.099404186,-0.3377336,-0.35892206,0.39874226,0.75050557,0.17734335,-0.08376268,-0.56502414,-1.0329903,0.241623,-0.67238325,0.40240276,0.3750191,-0.9187639,0.8569467,-0.2942586,-0.24974054,-0.29080847,-0.4414572,-1.0994675,-0.45364973,0.27546674,-0.81389153,0.7913737,-0.037239328,0.9310155,0.4929014,0.47641677,0.06639134,0.6323356,0.44628552,0.6750655,0.9528722,0.7422996,0.12252703,0.71738046,-0.59895337,0.6261651,-0.95612055,0.13594052,0.8074414,-0.865998,-0.22836502,-0.06685107,-0.54785264,0.08584327,0.39082044,-0.2481729,0.3474585,-0.8954922,0.896572,0.19941843,-0.7166877,-0.040999312,-0.78074443,-0.81716716,-0.46531233,-0.026619356,0.609096,0.14314194,-0.35326543,0.41392234,0.42350078,-0.4190628,-0.55657196,-0.34462366,-0.7533813,0.8164215,0.072843604,0.5848424,-0.29538572,0.13441917,-0.47762802,-0.72179884,-0.78792876,0.9199529,0.7741487,-0.43956998,0.7252071,-0.909403,0.47485846,0.6951839,0.024654683,-0.58223665,-0.40533236,0.021309154,-0.48356882,-0.8735648,-0.63022375,-0.8716185,0.30248052,0.21854647,-0.13882156,0.84265983,0.8474974,0.6773269,0.46919495,0.2476469,-0.30422923,-0.5879009,-1.047604,0.16018008,0.21336177,0.38076985,0.46264833,0.8115241,0.56607985,0.64603835,-0.417403,-0.6015485,-0.11385103,-1.0351931,-0.7893141,0.9755001,0.75788975,0.6741399
0.51171446,-0.1319882,0.6648799,-0.32507953,-0.30175042,-0.70006394,-0.8494481,-0.13507307,0.095942035,-0.084137976,-1.037155,-0.98856676,0.7012216,0.46524435,-0.30750564,-0.8982493,0.25720572,0.57107264,0.1458224,0.29829878,0.7871798,0.6632591,0.0016556749,0.544832,-0.40315017,-0.41634086,-0.6768129,0.67617726,1.0330732,0.83856195,0.98270696,-0.36492327,-0.0759754,0.64282095,0.35096145,0.053644437,-0.78102475,-0.78137106,0.49544045,0.43510154,0.33561012,-0.95907825,0.6070566,0.3594119,1.0306747,0.020350259,-0.358946,0.13626425,0.5020272,-0.78254324,0.24284984,0.220351,-0.21625142,-0.9391089,-0.26795182,0.5962897,0.37653202,-0.075946935,-0.691772,-0.6943606,-1.1039355,-0.4060931,0.08933506,-0.30131117,-0.2667613,-0.7247506,-0.2261888,0.6855089,-0.83518326,-0.3764506,-0.32100666,-0.119506136,-0.13408871,0.34082052,0.6760079,-0.3946569,0.7989873,0.59636176,0.85901546,-0.61647457,0.7432184,-0.012125841,0.263691,-0.5256683,-0.2453132,0.53165245,0.58432317,-0.42026186,-0.4239435,0.80952114,-0.2695251,0.521639,-0.49463257,-0.39535096,-0.30560505,0.37420756,-0.8266267,0.96451837,1.0342163,-0.58393985,0.72298545,-0.27793553,-0.8314517,0.0023908145,0.23967814,-0.7449419,0.272925,-0.57255495,-0.12863292,-0.63141876,0.4400795,-0.3755751,-0.13930365,0.77363646,-0.29361987,-0.7948955,-0.23843521,-0.33344042,-0.7894034,0.19111288,-0.13596459,-0.9375507,-0.14620277,0.48337767,-0.6671168,0.5511237,-0.8302324,-0.5474796,0.975296,0.7409126,-0.5402308,-0.39051548,0.81035525,-0.8098624,-0.06404409,-0.10060282,-0.9460625,-0.72760344,-0.47255403,-0.3849192,0.746792,0.5499922,0.15897064,-0.7758624,-0.29708734,0.2752197
-0.7433295,0.90747595,-0.67465895,-0.9360494,0.28927484,0.4110289,0.500159,-0.2918656,0.7320033,-0.10958992,-0.61869407,-0.39931005,-0.7873882,-0.3820629,-0.29868248,0.74883217,-0.72203666,0.73989755,0.81539303,0.7934177,0.63723457,-0.5708715,0.36864406,-0.15049967,0.74671173,-0.15328689,-0.42239943,-0.37401,0.3066885,0.8595931,0.3467749,-0.8675993,-0.30675513,-0.34831196,-0.5411865,0.7624276,-0.84183073,0.27614993,-0.6283087,0.8256666,0.32648814,0.6020937,0.80854774,0.54607046,-0.6509664,0.4393881,0.64520735,-1.0971664,0.3451453,-0.3394882,-0.72082084,0.62076,-0.86520326,-0.060334027,-0.4479394,-0.98225987,-0.54838705,-0.5010439,-0.11083385,-0.66357815,-0.66998714,-0.48241308,-0.19835247,-0.5298154,0.81569934,-1.0726279,-1.0398837,-0.36358222,-0.45466185,-0.42887032,0.059597895,-1.0946087,-0.61722493,-1.0086693,-0.3833917,0.32659206,-0.07471194,0.041643076,0.064004794,0.07256731,-0.08768148,-0.30457377,-0.04334312,-1.052041,-0.5657579,-0.25571123,-0.41403422,0.16298108,-0.014680908,0.3324302,0.10715904,0.13503504,-0.8039006,0.8002892,-0.009562324,-0.84661365,-0.7822911,-0.0666301,-0.90947497,0.36536533,0.101221524,0.5700483,0.26007676,0.26602823,-0.6115239,-0.5309489,0.4315191,-0.6697819,0.25097078,-0.15275218,-0.2706391,0.705323,-0.034633715,-0.471808,0.18913972,0.56679,-1.1445944,-0.82925063,-1.0670588,0.4005899,-0.48514536,-1.142694,-0.9310157,-0.3973809,0.8858347,-0.20814578,0.479345,-0.6950224,0.26092517,0.21745375,-0.45338193,-0.095716916,-0.5387341,0.51246345,0.44078428,0.006477638,-1.0963436,-0.3904437,-0.23426951,-0.47240984,0.5084555,-0.76393676,0.33720115,-0.8648286,-0.54638565,0.028665747
0.34498122,0.05794295,-0.21330313,0.4270452,-0.06032316,-0.09776506,-0.6019739,0.7712239,-0.059032783,0.4352289,0.026682599,0.25773868,-0.4998465,-0.627261,0.9850685,0.12308651,0.9147095,0.08364455,0.18727665,0.2927576,0.1500415,-0.17812069,0.036965434,0.87397355,0.6160581,0.7617913,-0.61881804,-0.16970396,-0.7250457,0.26128522,0.50771135,0.14618494,0.67533296,0.58583343,-0.72954464,-0.7650386,-0.39755294,0.047850136,-0.5798536,-0.19370654,0.6395225,1.1430037,-0.56798446,-0.06333236,0.41727126,0.18592337,0.99672925,-0.65585905,1.0734477,-0.348702,-0.1925806,-0.34020597,0.47777772,-0.43403,0.29553068,-0.16102782,0.9987616,1.198711,0.25280216,0.6587707,-0.51445067,-0.7380815,0.3722869,0.5445411,0.6695765,1.0035981,0.021277007,1.0153543,0.16771527,-0.8202538,1.260426,1.1522564,-0.059249096,-0.57717735,-0.3716401,0.6539679,-0.7214226,0.3498465,-0.5996853,-0.09997521,-0.7952215,1.071054,0.9037893,-0.29179388,-0.33274326,0.760426,0.7581336,-0.5210089,-0.7565963,0.11939329,-0.5357974,0.37827173,0.86305004,-0.23475857,0.16267458,0.010838123,1.0059731,1.0190238,-0.37527433,-0.20449267,0.23861688,1.1679889,0.9392966,1.1850445,0.40689936,-0.25237706,1.176414,0.14033613,1.1466737,0.69507456,0.6302682,0.75852805,0.94964904,0.9405978,0.683759,0.014184862,-0.2056313,0.59950256,-0.3831531,-0.18140665,0.27905056,-0.509005,0.1925868,-0.4844831,-0.7059478,0.32724902,0.8150125,1.0545744,1.181213,-0.0552081,-0.47468635,0.15949598,0.21173719,-0.71020395,0.9969749,-0.019243835,-0.4318806,0.6051861,-0.5641852,0.5346545,0.32582387,0.6191855,-0.044605434,0.50695896,0.6206514,0.09716144
0.45657828,0.9289101,1.069269,0.008379334,0.018856844,0.039586045,-0.5972577,0.79066783,0.49823976,0.9073609,0.30869937,-0.43870288,1.2126225,1.2094742,-0.5098442,-0.47471547,0.87531143,1.1382782,0.7014514,1.2127848,0.8628791,1.0589648,0.560465,0.19759035,0.21158771,-0.50406814,0.32550892,0.52670914,0.89277667,1.0690426,-0.68765134,0.5171987,-0.30165768,0.9858815,0.6051817,-0.31020448,1.1677072,0.5059469,-0.010636666,0.2974026,0.83147395,-0.41138098,0.2697797,1.1252394,0.3677039,-0.47617716,0.40756074,0.98151606,0.6460475,0.9458234,-0.40682086,1.0795627,-0.35588658,0.40049323,-0.5338201,-0.23253736,1.2384981,-0.20345141,0.14064631,1.1880963,1.0337111,0.0016364878,-0.39400187,0.5516609,-0.050150763,-0.34405956,-0.02671598,-0.039068863,-0.34012392,0.3107062,0.6611121,-0.74360186,0.90317553,-0.42333347,0.56163216,0.835115,0.5088495,-0.718255,-0.707687,0.41202438,-0.3159364,0.74594223,-0.342633,0.50744975,0.76002026,0.100646004,-0.07449815,-0.6483144,0.7102546,-0.49606028,-0.47207665,0.052726995,-0.60219276,-0.72943467,0.99543846,0.20071416,0.24365579,1.0396096,1.0340253,-0.099307835,1.040916,-0.11722034,0.100793906,1.3234172,1.0088587,0.16849992,-0.12503628,-0.59973407,-0.6170366,-0.48360172,-0.71278334,-0.6075327,-0.06334467,-0.5998605,1.0425373,0.46294418,0.7433449,-0.59358466,-0.030492557,0.20250092,-0.7570312,-0.40494817,0.35692745,0.92717177,1.1444056,-0.33420953,0.4249117,-0.2380645,0.81080955,-0.41374224,0.06673689,0.90803134,-0.45467305,-0.21866733,0.9793339,-0.25177,1.1517051,0.28035757,0.81552374,0.38471112,0.5514436,0.55695003,-0.13253349,-0.30746594,-0.16505612,1.2190219
0.5394695,1.1515689,-0.13937695,0.496515,0.6432554,0.5489858,-0.77153105,-0.3496264,0.13611189,0.56108856,-0.5206514,-0.16010284,-0.039518315,-0.31196263,-0.09443671,-0.22784913,0.72633564,0.6865685,0.29461834,0.73296726,0.96984285,-0.37843886,0.36876246,-0.32717454,-0.15388557,0.82030195,0.43888593,-0.1176516,0.7959921,0.3572902,-0.15956728,0.20523472,0.9462769,-0.7040593,0.4768917,0.3515975,-0.6837139,-0.54446965,-0.43030593,0.06258773,0.39263234,0.33831248,0.0413915,-0.21552122,1.0476503,0.18461809,0.9549269,0.58840233,-0.3280289,0.7621794,-0.6745334,1.0982472,0.6026279,-0.22990742,0.4532636,0.61899924,0.99015737,1.0351676,1.2799436,-0.25507644,0.59816027,0.8482606,0.7448307,0.24585213,1.1186764,0.6797578,1.1814053,0.87856174,0.7282424,0.98116463,1.036127,0.34919843,0.36151516,-0.33820677,0.7054112,0.37023726,0.6017123,0.9479175,0.8828273,0.3229079,0.60612875,0.20159402,0.7516289,-0.71515214,0.33507952,0.19273442,-0.14136879,1.2180629,0.7185444,-0.346257,-0.016137434,0.8787892,0.80862224,-0.44376734,-0.74866194,-0.41164005,-0.15809791,1.0464336,1.227565,-0.69297004,-0.66408414,-0.012958437,-0.41666743,-0.0069760857,-0.33301148,0.9906827,-0.21961111,-0.69644666,0.21736343,-0.5266412,0.55577564,-0.00630085,1.0717512,0.34030625,-0.37631738,-0.41860765,0.56699574,-0.8709963,0.46951094,-0.78750545,0.9641552,-0.597948,-0.23981597,0.5161176,1.014211,-0.83852094,-0.8682073,-0.7338792,-0.80306983,1.207603,0.91769403,-0.39609066,1.0109237,-0.6930263,0.56670624,0.64045954,0.049895734,-0.809438,0.79798627,1.1868504,1.2729199,1.3903682,1.3267175,0.7884594,1.0020285,1.2765603
